essay_id,essay_set,trait,score,rater
1,1,content,4,human1
1,1,conventions,3,human1
1,1,organization,3,human1
1,1,sentence_fluency,3,human1
1,1,word_choice,3,human1
2,1,content,4,human1
2,1,conventions,4,human1
2,1,organization,4,human1
2,1,sentence_fluency,3,human1
2,1,word_choice,4,human1
3,1,content,3,human1
3,1,conventions,4,human1
3,1,organization,3,human1
3,1,sentence_fluency,4,human1
3,1,word_choice,3,human1
4,1,content,5,human1
4,1,conventions,4,human1
4,1,organization,4,human1
4,1,sentence_fluency,4,human1
4,1,word_choice,5,human1
5,1,content,4,human1
5,1,conventions,4,human1
5,1,organization,3,human1
5,1,sentence_fluency,4,human1
5,1,word_choice,4,human1
6,1,content,3,human1
6,1,conventions,3,human1
6,1,organization,3,human1
6,1,sentence_fluency,3,human1
6,1,word_choice,3,human1
7,1,content,5,human1
7,1,conventions,5,human1
7,1,organization,4,human1
7,1,sentence_fluency,5,human1
7,1,word_choice,4,human1
8,1,content,6,human1
8,1,conventions,4,human1
8,1,organization,5,human1
8,1,sentence_fluency,5,human1
8,1,word_choice,5,human1
9,1,content,5,human1
9,1,conventions,4,human1
9,1,organization,4,human1
9,1,sentence_fluency,4,human1
9,1,word_choice,3,human1
10,1,content,3,human1
10,1,conventions,3,human1
10,1,organization,4,human1
10,1,sentence_fluency,3,human1
10,1,word_choice,3,human1
11,1,content,5,human1
11,1,conventions,5,human1
11,1,organization,5,human1
11,1,sentence_fluency,4,human1
11,1,word_choice,5,human1
12,1,content,4,human1
12,1,conventions,4,human1
12,1,organization,5,human1
12,1,sentence_fluency,3,human1
12,1,word_choice,3,human1
13,1,content,2,human1
13,1,conventions,2,human1
13,1,organization,2,human1
13,1,sentence_fluency,2,human1
13,1,word_choice,2,human1
14,1,content,2,human1
14,1,conventions,2,human1
14,1,organization,2,human1
14,1,sentence_fluency,2,human1
14,1,word_choice,2,human1
15,1,content,3,human1
15,1,conventions,3,human1
15,1,organization,2,human1
15,1,sentence_fluency,3,human1
15,1,word_choice,3,human1
16,1,content,6,human1
16,1,conventions,5,human1
16,1,organization,5,human1
16,1,sentence_fluency,6,human1
16,1,word_choice,6,human1
17,1,content,4,human1
17,1,conventions,3,human1
17,1,organization,4,human1
17,1,sentence_fluency,3,human1
17,1,word_choice,3,human1
18,1,content,3,human1
18,1,conventions,3,human1
18,1,organization,4,human1
18,1,sentence_fluency,4,human1
18,1,word_choice,4,human1
19,1,content,1,human1
19,1,conventions,1,human1
19,1,organization,1,human1
19,1,sentence_fluency,1,human1
19,1,word_choice,1,human1
20,1,content,3,human1
20,1,conventions,2,human1
20,1,organization,2,human1
20,1,sentence_fluency,2,human1
20,1,word_choice,3,human1
21,1,content,5,human1
21,1,conventions,4,human1
21,1,organization,4,human1
21,1,sentence_fluency,4,human1
21,1,word_choice,4,human1
22,1,content,1,human1
22,1,conventions,1,human1
22,1,organization,1,human1
22,1,sentence_fluency,1,human1
22,1,word_choice,1,human1
23,1,content,4,human1
23,1,conventions,4,human1
23,1,organization,4,human1
23,1,sentence_fluency,4,human1
23,1,word_choice,4,human1
24,1,content,4,human1
24,1,conventions,4,human1
24,1,organization,5,human1
24,1,sentence_fluency,4,human1
24,1,word_choice,4,human1
25,1,content,3,human1
25,1,conventions,4,human1
25,1,organization,3,human1
25,1,sentence_fluency,4,human1
25,1,word_choice,4,human1
26,1,content,3,human1
26,1,conventions,3,human1
26,1,organization,3,human1
26,1,sentence_fluency,4,human1
26,1,word_choice,3,human1
27,1,content,1,human1
27,1,conventions,1,human1
27,1,organization,1,human1
27,1,sentence_fluency,1,human1
27,1,word_choice,1,human1
28,1,content,3,human1
28,1,conventions,3,human1
28,1,organization,3,human1
28,1,sentence_fluency,4,human1
28,1,word_choice,3,human1
29,1,content,4,human1
29,1,conventions,5,human1
29,1,organization,5,human1
29,1,sentence_fluency,5,human1
29,1,word_choice,4,human1
30,1,content,4,human1
30,1,conventions,4,human1
30,1,organization,4,human1
30,1,sentence_fluency,4,human1
30,1,word_choice,3,human1
31,1,content,3,human1
31,1,conventions,3,human1
31,1,organization,3,human1
31,1,sentence_fluency,4,human1
31,1,word_choice,3,human1
32,1,content,5,human1
32,1,conventions,5,human1
32,1,organization,4,human1
32,1,sentence_fluency,5,human1
32,1,word_choice,5,human1
33,1,content,4,human1
33,1,conventions,3,human1
33,1,organization,3,human1
33,1,sentence_fluency,3,human1
33,1,word_choice,4,human1
34,1,content,3,human1
34,1,conventions,3,human1
34,1,organization,3,human1
34,1,sentence_fluency,3,human1
34,1,word_choice,4,human1
35,1,content,4,human1
35,1,conventions,4,human1
35,1,organization,4,human1
35,1,sentence_fluency,3,human1
35,1,word_choice,3,human1
36,1,content,5,human1
36,1,conventions,5,human1
36,1,organization,5,human1
36,1,sentence_fluency,6,human1
36,1,word_choice,6,human1
37,1,content,5,human1
37,1,conventions,5,human1
37,1,organization,5,human1
37,1,sentence_fluency,5,human1
37,1,word_choice,5,human1
38,1,content,3,human1
38,1,conventions,4,human1
38,1,organization,3,human1
38,1,sentence_fluency,4,human1
38,1,word_choice,3,human1
39,1,content,4,human1
39,1,conventions,4,human1
39,1,organization,4,human1
39,1,sentence_fluency,4,human1
39,1,word_choice,4,human1
40,1,content,2,human1
40,1,conventions,2,human1
40,1,organization,2,human1
40,1,sentence_fluency,2,human1
40,1,word_choice,2,human1
41,1,content,1,human1
41,1,conventions,1,human1
41,1,organization,1,human1
41,1,sentence_fluency,1,human1
41,1,word_choice,1,human1
42,1,content,3,human1
42,1,conventions,3,human1
42,1,organization,4,human1
42,1,sentence_fluency,4,human1
42,1,word_choice,3,human1
43,1,content,2,human1
43,1,conventions,3,human1
43,1,organization,2,human1
43,1,sentence_fluency,3,human1
43,1,word_choice,2,human1
44,1,content,3,human1
44,1,conventions,3,human1
44,1,organization,3,human1
44,1,sentence_fluency,3,human1
44,1,word_choice,3,human1
45,1,content,3,human1
45,1,conventions,3,human1
45,1,organization,3,human1
45,1,sentence_fluency,3,human1
45,1,word_choice,3,human1
46,1,content,4,human1
46,1,conventions,4,human1
46,1,organization,5,human1
46,1,sentence_fluency,5,human1
46,1,word_choice,4,human1
47,1,content,4,human1
47,1,conventions,3,human1
47,1,organization,3,human1
47,1,sentence_fluency,3,human1
47,1,word_choice,3,human1
48,1,content,6,human1
48,1,conventions,5,human1
48,1,organization,5,human1
48,1,sentence_fluency,6,human1
48,1,word_choice,5,human1
49,1,content,3,human1
49,1,conventions,3,human1
49,1,organization,4,human1
49,1,sentence_fluency,3,human1
49,1,word_choice,3,human1
50,1,content,1,human1
50,1,conventions,1,human1
50,1,organization,2,human1
50,1,sentence_fluency,1,human1
50,1,word_choice,1,human1
51,1,content,3,human1
51,1,conventions,4,human1
51,1,organization,4,human1
51,1,sentence_fluency,4,human1
51,1,word_choice,3,human1
52,1,content,4,human1
52,1,conventions,4,human1
52,1,organization,4,human1
52,1,sentence_fluency,4,human1
52,1,word_choice,3,human1
53,1,content,3,human1
53,1,conventions,4,human1
53,1,organization,4,human1
53,1,sentence_fluency,4,human1
