essay_id,essay_set,trait,score,rater
11827,5,content,2,human1
11827,5,language,2,human1
11827,5,narrativity,2,human1
11827,5,prompt_adherence,2,human1
11828,5,content,3,human1
11828,5,language,3,human1
11828,5,narrativity,3,human1
11828,5,prompt_adherence,3,human1
11829,5,content,2,human1
11829,5,language,2,human1
11829,5,narrativity,2,human1
11829,5,prompt_adherence,2,human1
11830,5,content,1,human1
11830,5,language,1,human1
11830,5,narrativity,1,human1
11830,5,prompt_adherence,0,human1
11831,5,content,4,human1
11831,5,language,4,human1
11831,5,narrativity,4,human1
11831,5,prompt_adherence,4,human1
11832,5,content,3,human1
11832,5,language,3,human1
11832,5,narrativity,3,human1
11832,5,prompt_adherence,3,human1
11833,5,content,3,human1
11833,5,language,3,human1
11833,5,narrativity,3,human1
11833,5,prompt_adherence,3,human1
11834,5,content,4,human1
11834,5,language,3,human1
11834,5,narrativity,3,human1
11834,5,prompt_adherence,4,human1
11835,5,content,3,human1
11835,5,language,3,human1
11835,5,narrativity,3,human1
11835,5,prompt_adherence,3,human1
11836,5,content,2,human1
11836,5,language,2,human1
11836,5,narrativity,2,human1
11836,5,prompt_adherence,2,human1
11837,5,content,0,human1
11837,5,language,0,human1
11837,5,narrativity,0,human1
11837,5,prompt_adherence,0,human1
11838,5,content,2,human1
11838,5,language,2,human1
11838,5,narrativity,2,human1
11838,5,prompt_adherence,2,human1
11839,5,content,2,human1
11839,5,language,2,human1
11839,5,narrativity,2,human1
11839,5,prompt_adherence,2,human1
11840,5,content,1,human1
11840,5,language,1,human1
11840,5,narrativity,1,human1
11840,5,prompt_adherence,1,human1
11841,5,content,2,human1
11841,5,language,3,human1
11841,5,narrativity,2,human1
11841,5,prompt_adherence,3,human1
11842,5,content,3,human1
11842,5,language,3,human1
11842,5,narrativity,3,human1
11842,5,prompt_adherence,3,human1
11843,5,content,2,human1
11843,5,language,2,human1
11843,5,narrativity,2,human1
11843,5,prompt_adherence,3,human1
11844,5,content,3,human1
11844,5,language,3,human1
11844,5,narrativity,3,human1
11844,5,prompt_adherence,3,human1
11845,5,content,2,human1
11845,5,language,2,human1
11845,5,narrativity,2,human1
11845,5,prompt_adherence,3,human1
11846,5,content,3,human1
11846,5,language,2,human1
11846,5,narrativity,3,human1
11846,5,prompt_adherence,3,human1
11847,5,content,4,human1
11847,5,language,4,human1
11847,5,narrativity,4,human1
11847,5,prompt_adherence,4,human1
11848,5,content,3,human1
11848,5,language,3,human1
11848,5,narrativity,3,human1
11848,5,prompt_adherence,2,human1
11849,5,content,3,human1
11849,5,language,3,human1
11849,5,narrativity,3,human1
11849,5,prompt_adherence,3,human1
11850,5,content,4,human1
11850,5,language,4,human1
11850,5,narrativity,3,human1
11850,5,prompt_adherence,4,human1
11851,5,content,2,human1
11851,5,language,3,human1
11851,5,narrativity,2,human1
11851,5,prompt_adherence,1,human1
11852,5,content,2,human1
11852,5,language,2,human1
11852,5,narrativity,3,human1
11852,5,prompt_adherence,3,human1
11853,5,content,3,human1
11853,5,language,3,human1
11853,5,narrativity,3,human1
11853,5,prompt_adherence,3,human1
11854,5,content,1,human1
11854,5,language,1,human1
11854,5,narrativity,1,human1
11854,5,prompt_adherence,2,human1
11855,5,content,2,human1
11855,5,language,2,human1
11855,5,narrativity,2,human1
11855,5,prompt_adherence,3,human1
11856,5,content,2,human1
11856,5,language,3,human1
11856,5,narrativity,3,human1
11856,5,prompt_adherence,3,human1
11857,5,content,2,human1
11857,5,language,2,human1
11857,5,narrativity,2,human1
11857,5,prompt_adherence,3,human1
11858,5,content,1,human1
11858,5,language,1,human1
11858,5,narrativity,1,human1
11858,5,prompt_adherence,1,human1
11859,5,content,2,human1
11859,5,language,2,human1
11859,5,narrativity,2,human1
11859,5,prompt_adherence,3,human1
11860,5,content,2,human1
11860,5,language,2,human1
11860,5,narrativity,2,human1
11860,5,prompt_adherence,3,human1
11861,5,content,2,human1
11861,5,language,2,human1
11861,5,narrativity,2,human1
11861,5,prompt_adherence,2,human1
11862,5,content,2,human1
11862,5,language,2,human1
11862,5,narrativity,2,human1
11862,5,prompt_adherence,2,human1
11863,5,content,2,human1
11863,5,language,3,human1
11863,5,narrativity,3,human1
11863,5,prompt_adherence,2,human1
11864,5,content,3,human1
11864,5,language,3,human1
11864,5,narrativity,3,human1
11864,5,prompt_adherence,3,human1
11865,5,content,2,human1
11865,5,language,2,human1
11865,5,narrativity,2,human1
11865,5,prompt_adherence,2,human1
11866,5,content,4,human1
11866,5,language,4,human1
11866,5,narrativity,4,human1
11866,5,prompt_adherence,4,human1
11867,5,content,3,human1
11867,5,language,3,human1
11867,5,narrativity,3,human1
11867,5,prompt_adherence,2,human1
11868,5,content,2,human1
11868,5,language,3,human1
11868,5,narrativity,2,human1
11868,5,prompt_adherence,2,human1
11869,5,content,2,human1
11869,5,language,3,human1
11869,5,narrativity,3,human1
11869,5,prompt_adherence,3,human1
11870,5,content,2,human1
11870,5,language,2,human1
11870,5,narrativity,2,human1
11870,5,prompt_adherence,2,human1
11871,5,content,1,human1
11871,5,language,1,human1
11871,5,narrativity,1,human1
11871,5,prompt_adherence,1,human1
11872,5,content,2,human1
11872,5,language,2,human1
11872,5,narrativity,2,human1
11872,5,prompt_adherence,2,human1
11873,5,content,4,human1
11873,5,language,3,human1
11873,5,narrativity,4,human1
11873,5,prompt_adherence,4,human1
11874,5,content,3,human1
11874,5,language,3,human1
11874,5,narrativity,3,human1
11874,5,prompt_adherence,3,human1
11875,5,content,3,human1
11875,5,language,2,human1
11875,5,narrativity,2,human1
11875,5,prompt_adherence,3,human1
11876,5,content,2,human1
11876,5,language,3,human1
11876,5,narrativity,2,human1
11876,5,prompt_adherence,2,human1
11877,5,content,1,human1
11877,5,language,1,human1
11877,5,narrativity,1,human1
11877,5,prompt_adherence,1,human1
11878,5,content,2,human1
11878,5,language,3,human1
11878,5,narrativity,2,human1
11878,5,prompt_adherence,3,human1
11879,5,content,2,human1
11879,5,language,3,human1
11879,5,narrativity,2,human1
11879,5,prompt_adherence,2,human1
11880,5,content,1,human1
11880,5,language,2,human1
11880,5,narrativity,1,human1
11880,5,prompt_adherence,1,human1
11881,5,content,2,human1
11881,5,language,2,human1
11881,5,narrativity,2,human1
11881,5,prompt_adherence,2,human1
11882,5,content,2,human1
11882,5,language,2,human1
11882,5,narrativity,2,human1
11882,5,prompt_adherence,2,human1
11883,5,content,3,human1
11883,5,language,2,human1
11883,5,narrativity,3,human1
11883,5,prompt_adherence,3,human1
11884,5,content,4,human1
11884,5,language,4,human1
11884,5,narrativity,4,human1
11884,5,prompt_adherence,4,human1
11885,5,content,1,human1
11885,5,language,2,human1
11885,5,narrativity,2,human1
11885,5,prompt_adherence,1,human1
11886,5,content,4,human1
11886,5,language,3,human1
11886,5,narrativity,3,human1
11886,5,prompt_adherence,4,human1
11887,5,content,1,human1
11887,5,language,2,human1
11887,5,narrativity,2,human1
11887,5,prompt_adherence,1,human1
11888,5,content,2,human1
11888,5,language,2,human1
11888,5,narrativity,2,human1
11888,5,prompt_adherence,2,human1
11889,5,content,2,human1
11889,5,language,2,human1
11889,5,narrativity,3,human1
11889,5,prompt_adherence,2,human1
11890,5,content,2,human1
11890,5,language,3,human1
11890,5,narrativity,3,human1
11890,5,prompt_adherence,2,human1
11891,5,content,2,human1
11891,5,language,2,human1
11891,5,narrativity,3,human1
11891,5,prompt_adherence,3,human1
11892,5,content,1,human1
11892,5,language,3,human1
11892,5,narrativity,2,human1
11892,5,prompt_adherence,1,human1
11893,5,content,2,human1
11893,5,language,3,human1
11893,5,narrativity,3,human1
11893,5,prompt_adherence,2,human1
11894,5,content,1,human1
11894,5,language,3,human1
11894,5,narrativity,3,human1
11894,5,prompt_adherence,1,human1
11895,5,content,2,human1
11895,5,language,3,human1
11895,5,narrativity,2,human1
11895,5,prompt_adherence,3,human1
11896,5,content,3,human1
11896,5,language,3,human1
11896,5,narrativity,3,human1
11896,5,prompt_adherence,2,human1
11897,5,content,2,human1
11897,5,language,3,human1
11897,5,narrativity,3,human1
11897,5,prompt_adherence,2,human1
11898,5,content,1,human1
11898,5,language,3,human1
11898,5,narrativity,2,human1
11898,5,prompt_adherence,1,human1
11899,5,content,2,human1
11899,5,language,3,human1
11899,5,narrativity,2,human1
11899,5,prompt_adherence,3,human1
11900,5,content,2,human1
11900,5,language,2,human1
11900,5,narrativity,3,human1
11900,5,prompt_adherence,3,human1
11901,5,content,2,human1
11901,5,language,1,human1
11901,5,narrativity,1,human1
11901,5,prompt_adherence,1,human1
11902,5,content,1,human1
11902,5,language,2,human1
11902,5,narrativity,2,human1
11902,5,prompt_adherence,2,human1
11903,5,content,1,human1
11903,5,language,0,human1
11903,5,narrativity,0,human1
11903,5,prompt_adherence,0,human1
11904,5,content,2,human1
11904,5,language,2,human1
11904,5,narrativity,2,human1
11904,5,prompt_adherence,2,human1
11905,5,content,1,human1
11905,5,language,3,human1
11905,5,narrativity,2,human1
11905,5,prompt_adherence,1,human1
11906,5,content,4,human1
11906,5,language,2,human1
11906,5,narrativity,3,human1
11906,5,prompt_adherence,3,human1
11907,5,content,1,human1
11907,5,language,3,human1
11907,5,narrativity,2,human1
11907,5,prompt_adherence,1,human1
11908,5,content,3,human1
11908,5,language,4,human1
11908,5,narrativity,4,human1
11908,5,prompt_adherence,3,human1
11909,5,content,2,human1
11909,5,language,3,human1
11909,5,narrativity,3,human1
11909,5,prompt_adherence,2,human1
11910,5,content,1,human1
11910,5,language,2,human1
11910,5,narrativity,2,human1
11910,5,prompt_adherence,1,human1
11911,5,content,2,human1
11911,5,language,2,human1
11911,5,narrativity,3,human1
11911,5,prompt_adherence,3,human1
11912,5,content,1,human1
11912,5,language,2,human1
11912,5,narrativity,2,human1
11912,5,prompt_adherence,1,human1
11913,5,content,2,human1
11913,5,language,3,human1
11913,5,narrativity,2,human1
11913,5,prompt_adherence,2,human1
11914,5,content,1,human1
11914,5,language,2,human1
11914,5,narrativity,2,human1
11914,5,prompt_adherence,2,human1
11915,5,content,2,human1
11915,5,language,3,human1
11915,5,narrativity,3,human1
11915,5,prompt_adherence,2,human1
11916,5,content,3,human1
11916,5,language,3,human1
11916,5,narrativity,3,human1
11916,5,prompt_adherence,4,human1
11917,5,content,1,human1
11917,5,language,2,human1
11917,5,narrativity,2,human1
11917,5,prompt_adherence,1,human1
11918,5,content,1,human1
11918,5,language,2,human1
11918,5,narrativity,2,human1
11918,5,prompt_adherence,1,human1
11919,5,content,1,human1
11919,5,language,2,human1
11919,5,narrativity,2,human1
11919,5,prompt_adherence,1,human1
11920,5,content,3,human1
11920,5,language,4,human1
11920,5,narrativity,3,human1
11920,5,prompt_adherence,3,human1
11921,5,content,2,human1
11921,5,language,2,human1
11921,5,narrativity,2,human1
11921,5,prompt_adherence,2,human1
11922,5,content,1,human1
11922,5,language,2,human1
11922,5,narrativity,2,human1
11922,5,prompt_adherence,1,human1
11923,5,content,2,human1
11923,5,language,3,human1
11923,5,narrativity,2,human1
11923,5,prompt_adherence,2,human1
11924,5,content,1,human1
11924,5,language,2,human1
11924,5,narrativity,1,human1
11924,5,prompt_adherence,1,human1
11925,5,content,2,human1
11925,5,language,2,human1
11925,5,narrativity,3,human1
11925,5,prompt_adherence,3,human1
11926,5,content,1,human1
11926,5,language,2,human1
11926,5,narrativity,2,human1
11926,5,prompt_adherence,1,human1
11927,5,content,1,human1
11927,5,language,1,human1
11927,5,narrativity,1,human1
11927,5,prompt_adherence,2,human1
11928,5,content,3,human1
11928,5,language,3,human1
11928,5,narrativity,2,human1
11928,5,prompt_adherence,3,human1
11929,5,content,3,human1
11929,5,language,2,human1
11929,5,narrativity,3,human1
11929,5,prompt_adherence,3,human1
11930,5,content,1,human1
11930,5,language,2,human1
11930,5,narrativity,2,human1
11930,5,prompt_adherence,2,human1
11931,5,content,1,human1
11931,5,language,2,human1
11931,5,narrativity,2,human1
11931,5,prompt_adherence,1,human1
11932,5,content,3,human1
11932,5,language,4,human1
11932,5,narrativity,3,human1
11932,5,prompt_adherence,3,human1
11933,5,content,2,human1
11933,5,language,2,human1
11933,5,narrativity,2,human1
11933,5,prompt_adherence,2,human1
11934,5,content,3,human1
11934,5,language,2,human1
11934,5,narrativity,3,human1
11934,5,prompt_adherence,3,human1
11935,5,content,0,human1
11935,5,language,0,human1
11935,5,narrativity,0,human1
11935,5,prompt_adherence,0,human1
11936,5,content,2,human1
11936,5,language,2,human1
11936,5,narrativity,2,human1
11936,5,prompt_adherence,3,human1
11937,5,content,3,human1
11937,5,language,3,human1
11937,5,narrativity,3,human1
11937,5,prompt_adherence,3,human1
11938,5,content,2,human1
11938,5,language,3,human1
11938,5,narrativity,3,human1
11938,5,prompt_adherence,2,human1
11939,5,content,2,human1
11939,5,language,2,human1
11939,5,narrativity,2,human1
11939,5,prompt_adherence,2,human1
11940,5,content,2,human1
11940,5,language,3,human1
11940,5,narrativity,2,human1
11940,5,prompt_adherence,3,human1
11941,5,content,2,human1
11941,5,language,3,human1
11941,5,narrativity,2,human1
11941,5,prompt_adherence,2,human1
11942,5,content,3,human1
11942,5,language,3,human1
11942,5,narrativity,3,human1
11942,5,prompt_adherence,3,human1
11943,5,content,1,human1
11943,5,language,1,human1
11943,5,narrativity,2,human1
11943,5,prompt_adherence,2,human1
11944,5,content,1,human1
11944,5,language,2,human1
11944,5,narrativity,2,human1
11944,5,prompt_adherence,2,human1
11945,5,content,3,human1
11945,5,language,4,human1
11945,5,narrativity,3,human1
11945,5,prompt_adherence,2,human1
11946,5,content,3,human1
11946,5,language,3,human1
11946,5,narrativity,3,human1
11946,5,prompt_adherence,3,human1
11947,5,content,2,human1
11947,5,language,2,human1
11947,5,narrativity,2,human1
11947,5,prompt_adherence,2,human1
11948,5,content,1,human1
11948,5,language,3,human1
11948,5,narrativity,2,human1
11948,5,prompt_adherence,2,human1
11949,5,content,3,human1
11949,5,language,3,human1
11949,5,narrativity,3,human1
11949,5,prompt_adherence,4,human1
11950,5,content,0,human1
11950,5,language,0,human1
11950,5,narrativity,0,human1
11950,5,prompt_adherence,0,human1
11951,5,content,1,human1
11951,5,language,1,human1
11951,5,narrativity,2,human1
11951,5,prompt_adherence,1,human1
11952,5,content,1,human1
11952,5,language,2,human1
11952,5,narrativity,2,human1
11952,5,prompt_adherence,2,human1
11953,5,content,0,human1
11953,5,language,0,human1
11953,5,narrativity,0,human1
11953,5,prompt_adherence,0,human1
11954,5,content,4,human1
11954,5,language,3,human1
11954,5,narrativity,3,human1
11954,5,prompt_adherence,4,human1
11955,5,content,0,human1
11955,5,language,0,human1
11955,5,narrativity,0,human1
11955,5,prompt_adherence,0,human1
11956,5,content,2,human1
11956,5,language,2,human1
11956,5,narrativity,2,human1
11956,5,prompt_adherence,1,human1
11957,5,content,2,human1
11957,5,language,3,human1
11957,5,narrativity,2,human1
11957,5,prompt_adherence,2,human1
11958,5,content,2,human1
11958,5,language,2,human1
11958,5,narrativity,2,human1
11958,5,prompt_adherence,1,human1
11959,5,content,3,human1
11959,5,language,3,human1
