essay_id,essay_set,trait,score,rater
14834,6,content,2,human1
14834,6,language,3,human1
14834,6,narrativity,3,human1
14834,6,prompt_adherence,2,human1
14835,6,content,4,human1
14835,6,language,2,human1
14835,6,narrativity,2,human1
14835,6,prompt_adherence,3,human1
14836,6,content,4,human1
14836,6,language,3,human1
14836,6,narrativity,3,human1
14836,6,prompt_adherence,4,human1
14837,6,content,1,human1
14837,6,language,2,human1
14837,6,narrativity,1,human1
14837,6,prompt_adherence,1,human1
14838,6,content,3,human1
14838,6,language,4,human1
14838,6,narrativity,4,human1
14838,6,prompt_adherence,3,human1
14839,6,content,3,human1
14839,6,language,3,human1
14839,6,narrativity,3,human1
14839,6,prompt_adherence,3,human1
14840,6,content,1,human1
14840,6,language,4,human1
14840,6,narrativity,3,human1
14840,6,prompt_adherence,1,human1
14841,6,content,2,human1
14841,6,language,3,human1
14841,6,narrativity,3,human1
14841,6,prompt_adherence,2,human1
14842,6,content,2,human1
14842,6,language,3,human1
14842,6,narrativity,2,human1
14842,6,prompt_adherence,2,human1
14843,6,content,2,human1
14843,6,language,2,human1
14843,6,narrativity,2,human1
14843,6,prompt_adherence,2,human1
14844,6,content,3,human1
14844,6,language,4,human1
14844,6,narrativity,3,human1
14844,6,prompt_adherence,3,human1
14845,6,content,4,human1
14845,6,language,4,human1
14845,6,narrativity,4,human1
14845,6,prompt_adherence,4,human1
14846,6,content,3,human1
14846,6,language,4,human1
14846,6,narrativity,4,human1
14846,6,prompt_adherence,3,human1
14847,6,content,2,human1
14847,6,language,4,human1
14847,6,narrativity,3,human1
14847,6,prompt_adherence,1,human1
14848,6,content,1,human1
14848,6,language,1,human1
14848,6,narrativity,1,human1
14848,6,prompt_adherence,0,human1
14849,6,content,3,human1
14849,6,language,2,human1
14849,6,narrativity,2,human1
14849,6,prompt_adherence,2,human1
14850,6,content,1,human1
14850,6,language,2,human1
14850,6,narrativity,2,human1
14850,6,prompt_adherence,1,human1
14851,6,content,1,human1
14851,6,language,3,human1
14851,6,narrativity,3,human1
14851,6,prompt_adherence,1,human1
14852,6,content,4,human1
14852,6,language,3,human1
14852,6,narrativity,2,human1
14852,6,prompt_adherence,4,human1
14853,6,content,1,human1
14853,6,language,3,human1
14853,6,narrativity,3,human1
14853,6,prompt_adherence,1,human1
14854,6,content,3,human1
14854,6,language,3,human1
14854,6,narrativity,3,human1
14854,6,prompt_adherence,3,human1
14855,6,content,2,human1
14855,6,language,3,human1
14855,6,narrativity,2,human1
14855,6,prompt_adherence,2,human1
14856,6,content,0,human1
14856,6,language,1,human1
14856,6,narrativity,1,human1
14856,6,prompt_adherence,0,human1
14857,6,content,3,human1
14857,6,language,4,human1
14857,6,narrativity,4,human1
14857,6,prompt_adherence,4,human1
14858,6,content,3,human1
14858,6,language,4,human1
14858,6,narrativity,3,human1
14858,6,prompt_adherence,3,human1
14859,6,content,2,human1
14859,6,language,4,human1
14859,6,narrativity,3,human1
14859,6,prompt_adherence,2,human1
14860,6,content,3,human1
14860,6,language,4,human1
14860,6,narrativity,4,human1
14860,6,prompt_adherence,4,human1
14861,6,content,3,human1
14861,6,language,4,human1
14861,6,narrativity,4,human1
14861,6,prompt_adherence,4,human1
14862,6,content,2,human1
14862,6,language,3,human1
14862,6,narrativity,3,human1
14862,6,prompt_adherence,2,human1
14863,6,content,1,human1
14863,6,language,4,human1
14863,6,narrativity,3,human1
14863,6,prompt_adherence,1,human1
14864,6,content,4,human1
14864,6,language,3,human1
14864,6,narrativity,3,human1
14864,6,prompt_adherence,4,human1
14865,6,content,3,human1
14865,6,language,3,human1
14865,6,narrativity,3,human1
14865,6,prompt_adherence,3,human1
14866,6,content,1,human1
14866,6,language,1,human1
14866,6,narrativity,1,human1
14866,6,prompt_adherence,1,human1
14867,6,content,1,human1
14867,6,language,1,human1
14867,6,narrativity,1,human1
14867,6,prompt_adherence,1,human1
14868,6,content,2,human1
14868,6,language,4,human1
14868,6,narrativity,3,human1
