essay_id,essay_set,trait,score,rater
20716,8,content,3,human2
20716,8,conventions,3,human2
20716,8,organization,4,human2
20716,8,sentence_fluency,3,human2
20716,8,voice,4,human2
20716,8,word_choice,4,human2
20717,8,content,6,human2
20717,8,conventions,5,human2
20717,8,organization,5,human2
20717,8,sentence_fluency,5,human2
20717,8,voice,6,human2
20717,8,word_choice,6,human2
20718,8,content,4,human2
20718,8,conventions,4,human2
20718,8,organization,4,human2
20718,8,sentence_fluency,4,human2
20718,8,voice,5,human2
20718,8,word_choice,4,human2
20719,8,content,4,human2
20719,8,conventions,4,human2
20719,8,organization,4,human2
20719,8,sentence_fluency,4,human2
20719,8,voice,4,human2
20719,8,word_choice,4,human2
20721,8,content,3,human2
20721,8,conventions,3,human2
20721,8,organization,3,human2
20721,8,sentence_fluency,3,human2
20721,8,voice,3,human2
20721,8,word_choice,3,human2
20722,8,content,4,human2
20722,8,conventions,3,human2
20722,8,organization,4,human2
20722,8,sentence_fluency,4,human2
20722,8,voice,5,human2
20722,8,word_choice,4,human2
20723,8,content,4,human2
20723,8,conventions,4,human2
20723,8,organization,4,human2
20723,8,sentence_fluency,4,human2
20723,8,voice,4,human2
20723,8,word_choice,4,human2
20724,8,content,4,human2
20724,8,conventions,4,human2
20724,8,organization,3,human2
20724,8,sentence_fluency,4,human2
20724,8,voice,4,human2
20724,8,word_choice,4,human2
20725,8,content,4,human2
20725,8,conventions,4,human2
20725,8,organization,4,human2
20725,8,sentence_fluency,4,human2
20725,8,voice,4,human2
20725,8,word_choice,4,human2
20726,8,content,4,human2
20726,8,conventions,4,human2
20726,8,organization,4,human2
20726,8,sentence_fluency,4,human2
20726,8,voice,5,human2
20726,8,word_choice,4,human2
20727,8,content,3,human2
20727,8,conventions,3,human2
20727,8,organization,3,human2
20727,8,sentence_fluency,3,human2
20727,8,voice,4,human2
20727,8,word_choice,3,human2
20728,8,content,4,human2
20728,8,conventions,3,human2
20728,8,organization,3,human2
20728,8,sentence_fluency,3,human2
20728,8,voice,3,human2
20728,8,word_choice,3,human2
20732,8,content,4,human2
20732,8,conventions,3,human2
20732,8,organization,3,human2
20732,8,sentence_fluency,3,human2
20732,8,voice,4,human2
20732,8,word_choice,3,human2
20733,8,content,4,human2
20733,8,conventions,3,human2
20733,8,organization,4,human2
20733,8,sentence_fluency,4,human2
20733,8,voice,4,human2
20733,8,word_choice,4,human2
20734,8,content,4,human2
20734,8,conventions,4,human2
20734,8,organization,4,human2
20734,8,sentence_fluency,4,human2
20734,8,voice,4,human2
20734,8,word_choice,4,human2
20735,8,content,2,human2
20735,8,conventions,2,human2
20735,8,organization,2,human2
20735,8,sentence_fluency,2,human2
20735,8,voice,3,human2
20735,8,word_choice,3,human2
20736,8,content,5,human2
20736,8,conventions,5,human2
20736,8,organization,5,human2
20736,8,sentence_fluency,5,human2
20736,8,voice,5,human2
20736,8,word_choice,5,human2
20737,8,content,4,human2
20737,8,conventions,4,human2
20737,8,organization,4,human2
20737,8,sentence_fluency,4,human2
20737,8,voice,4,human2
20737,8,word_choice,4,human2
20739,8,content,3,human2
20739,8,conventions,3,human2
20739,8,organization,3,human2
20739,8,sentence_fluency,3,human2
20739,8,voice,4,human2
20739,8,word_choice,3,human2
20741,8,content,4,human2
20741,8,conventions,4,human2
20741,8,organization,4,human2
20741,8,sentence_fluency,4,human2
20741,8,voice,4,human2
20741,8,word_choice,4,human2
20742,8,content,4,human2
20742,8,conventions,4,human2
20742,8,organization,4,human2
20742,8,sentence_fluency,4,human2
20742,8,voice,4,human2
20742,8,word_choice,4,human2
20743,8,content,4,human2
20743,8,conventions,4,human2
20743,8,organization,4,human2
20743,8,sentence_fluency,4,human2
20743,8,voice,4,human2
20743,8,word_choice,4,human2
20745,8,content,4,human2
20745,8,conventions,3,human2
20745,8,organization,4,human2
20745,8,sentence_fluency,4,human2
20745,8,voice,4,human2
20745,8,word_choice,4,human2
20746,8,content,4,human2
20746,8,conventions,3,human2
20746,8,organization,3,human2
20746,8,sentence_fluency,3,human2
20746,8,voice,3,human2
20746,8,word_choice,4,human2
20747,8,content,4,human2
20747,8,conventions,4,human2
20747,8,organization,4,human2
20747,8,sentence_fluency,4,human2
20747,8,voice,4,human2
20747,8,word_choice,4,human2
20748,8,content,4,human2
20748,8,conventions,3,human2
20748,8,organization,4,human2
20748,8,sentence_fluency,3,human2
20748,8,voice,4,human2
20748,8,word_choice,3,human2
20751,8,content,5,human2
20751,8,conventions,5,human2
20751,8,organization,5,human2
20751,8,sentence_fluency,5,human2
20751,8,voice,5,human2
20751,8,word_choice,5,human2
20754,8,content,3,human2
20754,8,conventions,3,human2
20754,8,organization,3,human2
20754,8,sentence_fluency,3,human2
20754,8,voice,4,human2
20754,8,word_choice,4,human2
20755,8,content,3,human2
20755,8,conventions,3,human2
20755,8,organization,3,human2
20755,8,sentence_fluency,3,human2
20755,8,voice,3,human2
20755,8,word_choice,3,human2
20756,8,content,3,human2
20756,8,conventions,3,human2
20756,8,organization,3,human2
20756,8,sentence_fluency,4,human2
20756,8,voice,4,human2
20756,8,word_choice,4,human2
20757,8,content,4,human2
20757,8,conventions,3,human2
20757,8,organization,4,human2
20757,8,sentence_fluency,4,human2
20757,8,voice,4,human2
20757,8,word_choice,4,human2
20758,8,content,3,human2
20758,8,conventions,4,human2
20758,8,organization,3,human2
20758,8,sentence_fluency,4,human2
20758,8,voice,3,human2
20758,8,word_choice,4,human2
20759,8,content,4,human2
