essay_id,essay_set,trait,score,rater
20716,8,content,4,human1
20716,8,conventions,3,human1
20716,8,organization,4,human1
20716,8,sentence_fluency,4,human1
20716,8,voice,4,human1
20716,8,word_choice,4,human1
20717,8,content,5,human1
20717,8,conventions,4,human1
20717,8,organization,4,human1
20717,8,sentence_fluency,4,human1
20717,8,voice,5,human1
20717,8,word_choice,4,human1
20718,8,content,3,human1
20718,8,conventions,3,human1
20718,8,organization,3,human1
20718,8,sentence_fluency,3,human1
20718,8,voice,3,human1
20718,8,word_choice,3,human1
20719,8,content,3,human1
20719,8,conventions,2,human1
20719,8,organization,3,human1
20719,8,sentence_fluency,2,human1
20719,8,voice,3,human1
20719,8,word_choice,3,human1
20721,8,content,3,human1
20721,8,conventions,2,human1
20721,8,organization,2,human1
20721,8,sentence_fluency,2,human1
20721,8,voice,3,human1
20721,8,word_choice,3,human1
20722,8,content,4,human1
20722,8,conventions,4,human1
20722,8,organization,4,human1
20722,8,sentence_fluency,4,human1
20722,8,voice,3,human1
20722,8,word_choice,4,human1
20723,8,content,4,human1
20723,8,conventions,4,human1
20723,8,organization,4,human1
20723,8,sentence_fluency,4,human1
20723,8,voice,4,human1
20723,8,word_choice,4,human1
20724,8,content,3,human1
20724,8,conventions,3,human1
20724,8,organization,3,human1
20724,8,sentence_fluency,3,human1
20724,8,voice,3,human1
20724,8,word_choice,3,human1
20725,8,content,4,human1
20725,8,conventions,4,human1
20725,8,organization,5,human1
20725,8,sentence_fluency,4,human1
20725,8,voice,4,human1
20725,8,word_choice,5,human1
20726,8,content,4,human1
20726,8,conventions,4,human1
20726,8,organization,4,human1
20726,8,sentence_fluency,4,human1
20726,8,voice,4,human1
20726,8,word_choice,4,human1
20727,8,content,3,human1
20727,8,conventions,3,human1
20727,8,organization,4,human1
20727,8,sentence_fluency,3,human1
20727,8,voice,4,human1
20727,8,word_choice,3,human1
20728,8,content,5,human1
20728,8,conventions,4,human1
20728,8,organization,5,human1
20728,8,sentence_fluency,5,human1
20728,8,voice,5,human1
20728,8,word_choice,5,human1
20732,8,content,3,human1
20732,8,conventions,3,human1
20732,8,organization,3,human1
20732,8,sentence_fluency,3,human1
20732,8,voice,3,human1
20732,8,word_choice,3,human1
20733,8,content,3,human1
20733,8,conventions,4,human1
20733,8,organization,4,human1
20733,8,sentence_fluency,3,human1
20733,8,voice,4,human1
20733,8,word_choice,3,human1
20734,8,content,4,human1
20734,8,conventions,5,human1
20734,8,organization,4,human1
20734,8,sentence_fluency,5,human1
20734,8,voice,5,human1
20734,8,word_choice,5,human1
20735,8,content,2,human1
20735,8,conventions,2,human1
20735,8,organization,2,human1
20735,8,sentence_fluency,2,human1
20735,8,voice,2,human1
20735,8,word_choice,2,human1
20736,8,content,4,human1
20736,8,conventions,4,human1
20736,8,organization,4,human1
20736,8,sentence_fluency,4,human1
20736,8,voice,4,human1
20736,8,word_choice,4,human1
20737,8,content,4,human1
20737,8,conventions,4,human1
20737,8,organization,4,human1
20737,8,sentence_fluency,4,human1
20737,8,voice,5,human1
20737,8,word_choice,4,human1
20739,8,content,3,human1
20739,8,conventions,3,human1
20739,8,organization,3,human1
20739,8,sentence_fluency,3,human1
20739,8,voice,4,human1
20739,8,word_choice,3,human1
20741,8,content,3,human1
20741,8,conventions,3,human1
20741,8,organization,3,human1
20741,8,sentence_fluency,3,human1
20741,8,voice,3,human1
20741,8,word_choice,3,human1
20742,8,content,4,human1
20742,8,conventions,4,human1
20742,8,organization,4,human1
20742,8,sentence_fluency,4,human1
20742,8,voice,3,human1
20742,8,word_choice,4,human1
20743,8,content,5,human1
20743,8,conventions,4,human1
20743,8,organization,5,human1
20743,8,sentence_fluency,4,human1
20743,8,voice,5,human1
20743,8,word_choice,4,human1
20745,8,content,3,human1
20745,8,conventions,3,human1
20745,8,organization,4,human1
20745,8,sentence_fluency,3,human1
20745,8,voice,4,human1
20745,8,word_choice,4,human1
20746,8,content,4,human1
20746,8,conventions,3,human1
20746,8,organization,4,human1
20746,8,sentence_fluency,3,human1
20746,8,voice,4,human1
20746,8,word_choice,4,human1
20747,8,content,3,human1
20747,8,conventions,4,human1
20747,8,organization,3,human1
20747,8,sentence_fluency,4,human1
20747,8,voice,4,human1
20747,8,word_choice,4,human1
20748,8,content,4,human1
20748,8,conventions,4,human1
20748,8,organization,4,human1
20748,8,sentence_fluency,3,human1
20748,8,voice,4,human1
20748,8,word_choice,3,human1
20751,8,content,4,human1
20751,8,conventions,4,human1
20751,8,organization,4,human1
20751,8,sentence_fluency,4,human1
20751,8,voice,4,human1
20751,8,word_choice,4,human1
20754,8,content,4,human1
20754,8,conventions,3,human1
20754,8,organization,3,human1
20754,8,sentence_fluency,3,human1
20754,8,voice,4,human1
20754,8,word_choice,3,human1
20755,8,content,3,human1
20755,8,conventions,3,human1
20755,8,organization,3,human1
20755,8,sentence_fluency,3,human1
20755,8,voice,4,human1
20755,8,word_choice,3,human1
20756,8,content,4,human1
20756,8,conventions,3,human1
20756,8,organization,4,human1
20756,8,sentence_fluency,4,human1
20756,8,voice,4,human1
20756,8,word_choice,4,human1
20757,8,content,3,human1
20757,8,conventions,3,human1
20757,8,organization,3,human1
20757,8,sentence_fluency,3,human1
20757,8,voice,3,human1
20757,8,word_choice,3,human1
20758,8,content,5,human1
20758,8,conventions,4,human1
20758,8,organization,5,human1
20758,8,sentence_fluency,5,human1
20758,8,voice,5,human1
20758,8,word_choice,4,human1
20759,8,content,4,human1
20759,8,conventions,5,human1
20759,8,organization,4,human1
20759,8,sentence_fluency,5,human1
20759,8,voice,5,human1
20759,8,word_choice,5,human1
20760,8,content,3,human1
20760,8,conventions,3,human1
20760,8,organization,3,human1
20760,8,sentence_fluency,3,human1
20760,8,voice,4,human1
20760,8,word_choice,3,human1
20761,8,content,4,human1
20761,8,conventions,4,human1
20761,8,organization,4,human1
20761,8,sentence_fluency,4,human1
20761,8,voice,4,human1
20761,8,word_choice,4,human1
20762,8,content,3,human1
20762,8,conventions,3,human1
20762,8,organization,3,human1
20762,8,sentence_fluency,3,human1
20762,8,voice,4,human1
20762,8,word_choice,4,human1
20763,8,content,4,human1
20763,8,conventions,4,human1
20763,8,organization,4,human1
20763,8,sentence_fluency,3,human1
20763,8,voice,4,human1
20763,8,word_choice,4,human1
20764,8,content,3,human1
20764,8,conventions,3,human1
20764,8,organization,3,human1
20764,8,sentence_fluency,3,human1
20764,8,voice,3,human1
20764,8,word_choice,3,human1
20765,8,content,4,human1
20765,8,conventions,4,human1
20765,8,organization,4,human1
20765,8,sentence_fluency,4,human1
20765,8,voice,4,human1
20765,8,word_choice,4,human1
20766,8,content,5,human1
20766,8,conventions,5,human1
20766,8,organization,5,human1
20766,8,sentence_fluency,5,human1
20766,8,voice,5,human1
20766,8,word_choice,5,human1
20767,8,content,4,human1
20767,8,conventions,4,human1
20767,8,organization,4,human1
20767,8,sentence_fluency,4,human1
20767,8,voice,4,human1
20767,8,word_choice,4,human1
20768,8,content,4,human1
20768,8,conventions,4,human1
20768,8,organization,4,human1
20768,8,sentence_fluency,4,human1
20768,8,voice,5,human1
20768,8,word_choice,5,human1
20769,8,content,4,human1
20769,8,conventions,4,human1
20769,8,organization,4,human1
20769,8,sentence_fluency,4,human1
20769,8,voice,3,human1
20769,8,word_choice,4,human1
20770,8,content,4,human1
20770,8,conventions,4,human1
20770,8,organization,4,human1
20770,8,sentence_fluency,5,human1
20770,8,voice,4,human1
20770,8,word_choice,5,human1
20771,8,content,3,human1
20771,8,conventions,3,human1
20771,8,organization,3,human1
20771,8,sentence_fluency,3,human1
20771,8,voice,3,human1
20771,8,word_choice,3,human1
20772,8,content,3,human1
20772,8,conventions,3,human1
20772,8,organization,3,human1
20772,8,sentence_fluency,3,human1
20772,8,voice,3,human1
20772,8,word_choice,3,human1
20773,8,content,4,human1
20773,8,conventions,3,human1
20773,8,organization,4,human1
20773,8,sentence_fluency,3,human1
20773,8,voice,4,human1
20773,8,word_choice,4,human1
20774,8,content,4,human1
20774,8,conventions,4,human1
20774,8,organization,4,human1
20774,8,sentence_fluency,4,human1
20774,8,voice,4,human1
20774,8,word_choice,4,human1
20775,8,content,3,human1
20775,8,conventions,3,human1
20775,8,organization,3,human1
20775,8,sentence_fluency,3,human1
20775,8,voice,3,human1
20775,8,word_choice,3,human1
20776,8,content,4,human1
20776,8,conventions,4,human1
20776,8,organization,3,human1
20776,8,sentence_fluency,3,human1
20776,8,voice,4,human1
20776,8,word_choice,4,human1
20777,8,content,4,human1
20777,8,conventions,4,human1
20777,8,organization,4,human1
20777,8,sentence_fluency,4,human1
